product_id,name,price,price_value,image,seller,link,grade,fast_delivery
61401528,"USB 3.0 3.5인치 외장 하드케이스 노트북 데스크탑 PC 5GBPS 고화질 영상 음악 파일 저장공간 4TB 지원
도매꾹판매가 23,000원 (1개 이상 구매) 바로가기","22,100원",22100,https://cdn1.domeggook.com/upload/item/2025/10/17/17606663547D340A2CF266EB9880A7C6/17606663547D340A2CF266EB9880A7C6_img_330?hash=b18cb9c6036c412cd7042c64179706f2,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61401528,9,True
61055829,"용량 도시바 외장하드 칸비오 베이직3 4TB 블랙 DTB440 문구
도매꾹판매가 357,620원 (1개 이상 구매) 바로가기","357,620원",357620,https://cdn1.domeggook.com/upload/item/2025/09/24/1758701425C535E4AF9F538BF8EBE4EA/1758701425C535E4AF9F538BF8EBE4EA_img_330?hash=0f2ac040187c4aa293659e8003ea409b,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61055829,5,True
60941410,"웨스턴디지털 외장하드 엘리먼트 4TB (2.5/USB3.0)
도매꾹판매가 159,110원 (2개 이상 구매) 바로가기","159,110원",159110,https://cdn1.domeggook.com/upload/item/2025/09/20/1758367737C1898C75FB4CFD34D171DB/1758367737C1898C75FB4CFD34D171DB_img_330?hash=e889c7a7f1fec22736becb18cf29b2ac,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=60941410,2,True
60285997,"외장하드 휴대용 외장하드백업 간 Ssd 휴대용 모바일 Ssd 업그레이드 4Tb16Tb
도매꾹판매가 9,500원 (3개 이상 구매) 바로가기","17,500원",17500,https://cdn1.domeggook.com/upload/item/2025/08/21/1755765690D9A3FFA0EDA5E81E1DABDA/1755765690D9A3FFA0EDA5E81E1DABDA_img_330?hash=8d0f3b8f235f1e2effb373239782a672,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=60285997,3,True
60286021,"외장하드 휴대용 외장하드백업 모바일 하드 디스크 4Tb 고속 대용량 2T 하드 디스크 1T
도매꾹판매가 8,500원 (3개 이상 구매) 바로가기","16,500원",16500,https://cdn1.domeggook.com/upload/item/2025/08/21/1755765705C70F204FF34746C3785C29/1755765705C70F204FF34746C3785C29_img_330?hash=6f3188040751dbb6fb220639d5a273d6,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=60286021,3,True
60286033,"외장하드 휴대용 외장하드백업 Ssd 미니 모바일 Ssd 16Tb 8Tb 4Tb 2Tb 1T
도매꾹판매가 10,200원 (3개 이상 구매) 바로가기","18,200원",18200,https://cdn1.domeggook.com/upload/item/2025/08/21/175576571318FE0B3CA0B31B352CA834/175576571318FE0B3CA0B31B352CA834_img_330?hash=8be017c51ed420e92079d7e62aea8115,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=60286033,3,True
59533145,"삼성전자 SATA SSD 내장하드 870 QVO (4TB)
도매꾹판매가 906,000원 (1개 이상 구매) 바로가기","906,000원",906000,https://cdn1.domeggook.com/upload/item/2025/07/01/1751336678361C2331D397B8258ADD1A/1751336678361C2331D397B8258ADD1A_img_330?hash=7095f43a38df8e28491a8722c87c6baa,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=59533145,2,True
59407974,"샌디스크 Extreme Pro Portable SSD V2 외장하드 (SSDE81) (4TB)
도매꾹판매가 808,550원 (1개 이상 구매) 바로가기","808,550원",808550,https://cdn1.domeggook.com/upload/item/2025/06/27/17509909680AFACD12FD108706005473/17509909680AFACD12FD108706005473_img_330?hash=1c6adde9beacb29995fe616ad3a6dae5,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=59407974,3,True
47053898,"오리코 M.2 SATA전용 5Gbps USB3.2 GEN2 4TB 지원 C타입 알루미늄 케이스 AXM2F
도매꾹판매가 12,500원 (1개 이상 구매) 바로가기","12,500원",12500,https://cdn1.domeggook.com/upload/item/2024/06/07/17177329914761BC8C38CE3647600373/17177329914761BC8C38CE3647600373_img_330?hash=648b76d703e211c7a2f15d52b464fa74,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=47053898,4,True
46838536,"Caraele 이동식 외장 하드 고속 드라이브 USB3.0 1TB 2TB 4TB 8TB 16TB
도매꾹판매가 46,880원 (2개 이상 구매) 바로가기","46,880원",46880,https://cdn1.domeggook.com/upload/item/2024/05/29/171697066136BB76356F9611E64EDECD/171697066136BB76356F9611E64EDECD_img_330?hash=b9d7b5b70c13b10ffc3bcc0579ae79b4,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=46838536,7,True
45558373,"모노큐브 4인치 탁상용 선풍기 MONO-4TBFC 화이트 네이비
도매꾹판매가 16,830원 (1개 이상 구매) 바로가기","16,830원",16830,https://cdn1.domeggook.com/upload/item/2024/04/04/1712220826AABAC7ECC8E6DE08232734/1712220826AABAC7ECC8E6DE08232734_img_330?hash=49421ae656c3ad4c16ebef164f63eca0,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=45558373,1,True
