product_id,name,price,price_value,image,seller,link,grade,fast_delivery
61875261,"대현 멀티탭 6구 3M 개별스위치 16A 접지 써지오
도매꾹판매가 15,400원 (2개 이상 구매) 바로가기","15,400원",15400,https://cdn1.domeggook.com/upload/item/2025/11/10/17627575995311C890C8C035B19FBD6B/17627575995311C890C8C035B19FBD6B_img_330?hash=4570a140ee6cf1c62ac91806ea652be8,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61875261,3,True
61869189,"SHM-SG3C 동양전자멀티코드(개별스위치) 1EA 3구3호 2.5M (브랜드-루넥스)
도매꾹판매가 16,500원 (1개 이상 구매) 바로가기","16,500원",16500,https://cdn1.domeggook.com/upload/item/2025/11/10/1762738063A769B10107EE79B82AE64C/1762738063A769B10107EE79B82AE64C_img_330?hash=a62d0372dedc90441d955707ba9d85e9,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61869189,4,True
61867593,"USB 허브 3.0 (7포트 무전원) 개별스위치 60cm BT413
도매꾹판매가 45,500원 (1개 이상 구매) 바로가기","45,500원",45500,https://cdn1.domeggook.com/upload/item/2025/11/10/1762733534DF2AAF8CCFC01ACCCF60F8/1762733534DF2AAF8CCFC01ACCCF60F8_img_330?hash=9f6d46be536114ca8d0705414cd7f8ba,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61867593,4,True
61771223,"3구 개별스위치 삼진퍼스트 멀티탭 3구 가정용 삼진 소켓
도매꾹판매가 19,100원 (1개 이상 구매) 바로가기","19,300원",19300,https://cdn1.domeggook.com/upload/item/2025/11/04/1762207865E141894C92F8E7D35743CA/1762207865E141894C92F8E7D35743CA_img_330?hash=4095d9ebfb2e459c7a79db63a40a7488,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61771223,1,True
61744195,"가정용 멀티탭 개별스위치콘센트 전기멀티탭
도매꾹판매가 14,560원 (1개 이상 구매) 바로가기","14,560원",14560,https://cdn1.domeggook.com/upload/item/2025/11/02/17620759561926CDE8F51A7D193000BF/17620759561926CDE8F51A7D193000BF_img_330?hash=9df335b95b89839665b897e888d29da2,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61744195,5,True
61742424,"개별노출 콘센트 멀티콘센트 책상멀티탭
도매꾹판매가 21,040원 (1개 이상 구매) 바로가기","21,040원",21040,https://cdn1.domeggook.com/upload/item/2025/11/02/17620689196D19E6E6D0825CEFCB2E4F/17620689196D19E6E6D0825CEFCB2E4F_img_330?hash=34ab3b374b4f7639104f48baab4fa1c7,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61742424,6,True
61689955,"코텍 (개별)노출 3구콘센트 개별스위치 멀티탭 절전형
도매꾹판매가 13,300원 (1개 이상 구매) 바로가기","13,300원",13300,https://cdn1.domeggook.com/upload/item/2025/10/30/176181896773B74281EA7B1A52D6F1BF/176181896773B74281EA7B1A52D6F1BF_img_330?hash=ad2581ee17c57e49feb94858c66f5e1e,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61689955,5,True
61676103,"개별스위치 멀티탭 전기멀티탭 안전한멀티탭
도매꾹판매가 20,500원 (1개 이상 구매) 바로가기","20,500원",20500,https://cdn1.domeggook.com/upload/item/2025/10/30/17617884966C22D4AF0B82C354DAADFA/17617884966C22D4AF0B82C354DAADFA_img_330?hash=14ada17596b515b9a53008aa0857f7ab,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61676103,8,True
61644383,"개별 멀티 탭 4.5m 개별멀티탭 멀티탭3구 3구멀티탭
도매꾹판매가 20,250원 (1개 이상 구매) 바로가기","20,250원",20250,https://cdn1.domeggook.com/upload/item/2025/10/29/17616668165E4EB12267AFC351BFCC4A/17616668165E4EB12267AFC351BFCC4A_img_330?hash=db9d46b5c241983805bccba1850fc538,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61644383,9,True
61642102,"개별 멀티 탭 4.5m 개별스위치멀티탭 접지멀티탭 개별멀티탭 멀티탭콘센트 멀티텝
도매꾹판매가 20,250원 (1개 이상 구매) 바로가기","20,250원",20250,https://cdn1.domeggook.com/upload/item/2025/10/29/1761664165E7F125DCB54040AE3B35D5/1761664165E7F125DCB54040AE3B35D5_img_330?hash=703031021d7518b0295c986b73511ec5,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61642102,9,True
61602989,"이동형 멀티 콘센트 6구 4.5m 6구멀티탭 자취방
도매꾹판매가 27,500원 (1개 이상 구매) 바로가기","27,500원",27500,https://cdn1.domeggook.com/upload/item/2025/10/27/1761548034B0268467F99A686C5400A9/1761548034B0268467F99A686C5400A9_img_330?hash=70c24dc366903146275ac26076929e4d,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61602989,9,True
