product_id,name,price,price_value,image,seller,link,grade,fast_delivery
61962796,"와이어로프슬링 16mm x 3M(1161928)
도매꾹판매가 52,700원 (1개 이상 구매) 바로가기","52,700원",52700,https://cdn1.domeggook.com/upload/item/2025/11/14/1763097573604DE0421BE04BCE7800B4/1763097573604DE0421BE04BCE7800B4_img_330?hash=551fc8b29ecf59403126bf310bf98f1d,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61962796,2,True
61961958,"국산천막 방염PVC타포린(진회색)3mx4m
도매꾹판매가 105,220원 (1개 이상 구매) 바로가기","105,220원",105220,https://cdn1.domeggook.com/upload/item/2025/11/14/1763096260027AA9790EC4BCE4C7B087/1763096260027AA9790EC4BCE4C7B087_img_330?hash=66e1206d9ef501ae30599c0108121002,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61961958,2,True
61959924,"MJM-BSC163 미주멀티코드(고용량) 1EA 3구3호(3M/배선차단기)
도매꾹판매가 27,700원 (1개 이상 구매) 바로가기","27,700원",27700,https://cdn1.domeggook.com/upload/item/2025/11/14/1763091424E43C8F0DE28F872850D249/1763091424E43C8F0DE28F872850D249_img_330?hash=dbbb88ea99ec322f34200a680c1333de,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959924,4,True
61959911,"MJM-BSC162 미주멀티코드(고용량) 1EA 2구3호(3M/배선차단기)
도매꾹판매가 25,700원 (1개 이상 구매) 바로가기","25,700원",25700,https://cdn1.domeggook.com/upload/item/2025/11/14/17630914036C55A99FCB565235573855/17630914036C55A99FCB565235573855_img_330?hash=95ea9981a8da0d3c7f9b97b062a0c55b,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959911,4,True
61959896,"유양슬링벨트(라운드) 1EA 1TON-3M(둘레6M) 보라
도매꾹판매가 21,600원 (1개 이상 구매) 바로가기","21,600원",21600,https://cdn1.domeggook.com/upload/item/2025/11/14/1763091375DD1A7E307EE5822A8D0212/1763091375DD1A7E307EE5822A8D0212_img_330?hash=0182e8a9f1143e74b322bb29a7815f96,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959896,4,True
61959875,"7012785554 3M 문구(플래그) 30EA 670-5UC(종이5색 500매)
도매꾹판매가 82,700원 (1개 이상 구매) 바로가기","82,700원",82700,https://cdn1.domeggook.com/upload/item/2025/11/14/176309133954726A09FFD5190FD0A5FE/176309133954726A09FFD5190FD0A5FE_img_330?hash=465760119ab529efb2764339dbdc540a,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959875,4,True
61959871,"7012785441 3M 문구(플래그) 20EA 684T-5KP(20장 5색)
도매꾹판매가 71,600원 (1개 이상 구매) 바로가기","71,600원",71600,https://cdn1.domeggook.com/upload/item/2025/11/14/17630913321BA4119574FEC99BD64AF1/17630913321BA4119574FEC99BD64AF1_img_330?hash=f73eeaec9945c19e1b572374b3cbd400,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959871,4,True
61959867,"7012785567 3M 문구(플래그) 20EA 683T-9KE(20장 5색)
도매꾹판매가 71,500원 (1개 이상 구매) 바로가기","71,500원",71500,https://cdn1.domeggook.com/upload/item/2025/11/14/176309132591451739FEF5572B16B485/176309132591451739FEF5572B16B485_img_330?hash=4f3ca0d75cb8064b626384662b4f822c,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959867,4,True
61959863,"7012785530 3M 문구(플래그) 20EA 683T-5BGYOP(20장 5색)
도매꾹판매가 71,500원 (1개 이상 구매) 바로가기","71,500원",71500,https://cdn1.domeggook.com/upload/item/2025/11/14/1763091318DF9F3AF73737BABE4912C8/1763091318DF9F3AF73737BABE4912C8_img_330?hash=a9e839364d94b71acd54bc6e30697623,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959863,4,True
61959858,"7012785529 3M 문구(플래그) 20EA 680T-3BYO(20장 3색)
도매꾹판매가 106,200원 (1개 이상 구매) 바로가기","106,200원",106200,https://cdn1.domeggook.com/upload/item/2025/11/14/1763091311048E5F64F9A54E62675126/1763091311048E5F64F9A54E62675126_img_330?hash=67056eaad8b5ea4cdb9bbfc28187445d,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959858,4,True
61959853,"7012786519 3M 문구스카치테이프 12EA SH1215D 다용도(12mmx15M)
도매꾹판매가 39,500원 (1개 이상 구매) 바로가기","39,500원",39500,https://cdn1.domeggook.com/upload/item/2025/11/14/176309130490F596F52A62CB3630F412/176309130490F596F52A62CB3630F412_img_330?hash=0eb575985f2d5d5f40b46461ef0ba198,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959853,4,True
61959298,"SM-3M D/C SGS초경로타리바(생크6MM) 1EA SM-3M D/C
도매꾹판매가 30,200원 (1개 이상 구매) 바로가기","30,200원",30200,https://cdn1.domeggook.com/upload/item/2025/11/14/176309069679A7A6D344CC981A6B791D/176309069679A7A6D344CC981A6B791D_img_330?hash=f5500df70a3adf2b07d8dad7036d8260,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61959298,4,True
